יוצא מידי
לילה 0.14177
ערב 0.13723
היום 0.065
שבוע 0.02184

לאחר גמר
דין 0.08507
המלחמה 0.08095
מלחמת 0.02137
העבודה 0.02077
הלימודים 0.0158

באה רק
כדי 0.05435
לאחר 0.04373
לשם 0.02226
מתוך 0.022
מצד 0.01055

יום טוב
הראשון 0.02029
ראשון 0.01556
האחרון 0.01298
ליפמן 0.00779
שחל 0.0074

ללמוד אצל
הרב 0.04805
רבי 0.0378
מורים 0.0235
מלמד 0.02245
מורה 0.02038

שבהם הם
חיים 0.01222
נמצאים 0.01213
מופיעים 0.01147
נתונים 0.01146
יושבים 0.01023

בינינו לבין
עצמנו 0.17775
הערבים 0.05158
שכנינו 0.02211
העולם 0.01574
הפלסטינים 0.01116

עוסק בתורה
לשמה 0.02922
נקרא 0.01815
ובמצות 0.01352
ובמצוות 0.01232
ידקר 0.00863

שהדבר אינו
אפשרי 0.06264
ניתן 0.03062
עולה 0.02419
נכון 0.02406
כך 0.02258

יום יום
ושעה 0.01046
יום 0.00886
טוב 0.008
— 0.00338
אני 0.00335

שמי שאינו
יכול 0.04366
מאמין 0.03857
בקי 0.02915
רוצה 0.0206
עוסק 0.01981

אני חושש
מאוד 0.04017
שמא 0.03471
שלא 0.03002
מפני 0.0177
שאם 0.0144

אני חושב
שזה 0.03436
שהוא 0.02222
שיש 0.01961
שאני 0.01845
שלא 0.01487

מאה אלף
יהודים 0.09111
דולר 0.04359
נפש 0.02695
פליטים 0.02421
לירות 0.02172

השכינה שורה
אלא 0.16531
מתוך 0.05084
בישראל 0.03032
רק 0.01621
ביניהם 0.01019

חברי הוועד
הפועל 0.17222
המרכזי 0.08543
הלאומי 0.02791
המנהל 0.02369
היהודי 0.01642

שמואל בר
נחמני 0.19269
נחמן 0.11847
יצחק 0.0512
יהודה 0.04426
שילת 0.03966

שמואל בן
חפני 0.11612
הפני 0.03479
דוד 0.03134
יעקב 0.02803
שמואל 0.02446

בשל חוסר
אמצעים 0.02544
היכולת 0.02041
יכולת 0.014
האפשרות 0.01307
יכולתו 0.01093

שתי התנועות
הלאומיות 0.05499
הללו 0.03625
הקיבוציות 0.03282
האלה 0.02145
הגדולות 0.01029

מרן רבי
יוסף 0.21314
אברהם 0.061
יצחק 0.0526
חיים 0.04932
משה 0.03011

מעשה ידי
אמן 0.08117
אומן 0.0297
להתפאר 0.02269
יוצר 0.02071
טובעים 0.01442

הלך הלוך
וגדול 0.13078
ורע 0.05698
ורב 0.04794
וגדל 0.0346
ונדול 0.02661

וחמש מאות
שנה 0.13692
שנים 0.03547
יהודים 0.02352
וחמשים 0.02229
נפש 0.02132

קבוצת אנשים
קטנה 0.01827
בעלי 0.01658
ונשים 0.00926
גדולה 0.0074
צעירים 0.00715

חידושי תורה
שלו 0.01697
רבים 0.00807
בהלכה 0.00656
מאת 0.00451
בכתב 0.00434

אני חייב
לומר 0.04168
לך 0.04003
להודות 0.03612
תודה 0.02915
לציין 0.02427

במחשבה היהודית
בימי 0.03083
בעת 0.02642
החדשה 0.02557
בזמן 0.02185
הדתית 0.01708

ממלאים תפקיד
חשוב 0.16518
מרכזי 0.06611
מכריע 0.03206
נכבד 0.02233
חיוני 0.0184

ואי אפשר
לומר 0.0538
שלא 0.02459
לפרש 0.01342
שיהיה 0.01243
לעמוד 0.00866

להבין מדוע
דווקא 0.00986
דוקא 0.00906
הם 0.00775
אני 0.00756
באמת 0.00612

באירופה המערבית
והמרכזית 0.02577
ובאמריקה 0.01274
והתיכונה 0.01184
והמזרחית 0.01058
— 0.00841

רבי יונה
ורבי 0.03333
אבן 0.02662
בשם 0.02491
נבון 0.02448
אמר 0.02133

כשאנו באים
לדון 0.09218
להעריך 0.0267
לסכם 0.02337
לבחון 0.02195
לדבר 0.01951

רבי יוסף
קארו 0.05672
חיים 0.05469
בן 0.03355
שאול 0.01685
דוב 0.01265

רבי יוסי
אומר 0.11973
הגלילי 0.08993
בן 0.0671
בר 0.05798
ברבי 0.03281

אסור לאדם
שיקדש 0.04232
שימלא 0.02498
שיתן 0.01829
שיאכל 0.01828
שיטעום 0.01723

אתה מוכרח
לומר 0.03387
לעשות 0.02553
לבוא 0.02334
לעזור 0.01873
להבין 0.01688

בימי אלכסנדר
ינאי 0.19412
מוקדון 0.12428
השני 0.087
הגדול 0.0604
השלישי 0.04927

בסוף האלף
השני 0.18507
החמישי 0.1736
השלישי 0.13221
הרביעי 0.08199
הראשון 0.07581

מצוה קלה
יהרג 0.03542
שבקלות 0.02325
כחמורה 0.02261
שהיא 0.0222
כבחמורה 0.01921

עדות המזרח
בארץ 0.00879
— 0.00572
בירושלים 0.00489
בישראל 0.00482
לבין 0.00318

דעת רבינו
יונה 0.03147
תם 0.02385
הגדול 0.01741
ירוחם 0.01366
משה 0.01317

רבים הם
האנשים 0.01666
גם 0.00856
מאד 0.00726
המקרים 0.0062
בעלי 0.00534

אומר שהוא
רוצה 0.02195
צריך 0.01101
אוהב 0.01033
אינו 0.00914
הולך 0.008

זרע אברהם
יצחק 0.06915
אוהבי 0.05417
אבינו 0.03849
אוהבו 0.02801
ושרה 0.01355

אני מניחה
שזה 0.02732
שהוא 0.01925
שלא 0.01754
שגם 0.01366
שאתה 0.01352

חייך שאני
פורע 0.12198
נותן 0.07023
מציל 0.03039
מעמיד 0.02884
עושה 0.02854

שהוא יתברך
שמו 0.03551
נבדל 0.02365
אינו 0.01486
נמצא 0.01422
ברא 0.01412

ורב הונא
בריה 0.15053
בר 0.06396
אמר 0.04646
ורב 0.02501
בשם 0.01903

תלוי רק
בנו 0.03969
בי 0.03151
בך 0.01821
ברצון 0.0121
במה 0.01103

בפני העולם
הבא 0.09907
כולו 0.07454
החיצוני 0.02666
הערבי 0.02643
הגדול 0.01305

יהי רצון
מלפניך 0.1431
מלפני 0.03028
שלא 0.02065
שנזכה 0.01715
שתהא 0.01413

חייב אני
לך 0.06653
להודות 0.05495
לומר 0.05242
תודה 0.03795
לציין 0.01922

לך יום
שאין 0.18943
שלא 0.05845
טוב 0.04214
הולדת 0.01521
נעים 0.01349

אלא בזכות
התורה 0.05489
אברהם 0.0379
האמונה 0.02382
אבות 0.02355
יעקב 0.01781

מורנו הרב
רבי 0.22488
הגדול 0.03792
יעקב 0.02126
יוסף 0.02072
חיים 0.02023

אינו מברך
אלא 0.07834
שהחיינו 0.02649
ברכת 0.0227
כלל 0.02087
ברכה 0.01415

האדם אלא
גם 0.04802
האדם 0.01372
רק 0.01268
בשעתו 0.01041
סמוך 0.01032

הטובים ביותר
הם 0.01579
בעולם 0.01281
שלנו 0.00571
בארץ 0.0056
שהיו 0.00541

הם נושאים
ונותנים 0.02745
עיניהם 0.02185
באחריות 0.01985
עמם 0.01441
בעול 0.01176

אינו מבין
מדוע 0.02167
כלל 0.02167
כלום 0.00981
כיצד 0.0088
ואינו 0.00844

חייב אלא
חטאת 0.04064
משום 0.02787
כשיעורו 0.00595
מדרבנן 0.00493
חצי 0.00342

אינו מביא
אלא 0.05638
קרבן 0.04377
לידי 0.0252
בחשבון 0.02213
ראיה 0.01516

מדבר עמו
לשון 0.03127
בלשון 0.02295
אלא 0.02181
פנים 0.01578
כשהוא 0.00801

איני רואה
שום 0.05668
טעם 0.02014
צורך 0.01789
אפשרות 0.01545
עצמי 0.01507

מבחינה כלכלית
וחברתית 0.02896
והן 0.01126
ותרבותית 0.01056
ופוליטית 0.00927
ומדינית 0.00794

בהמשך דבריו
כתב 0.01211
אמר 0.01207
מביא 0.01026
כותב 0.00832
אומר 0.00547

שהוא צריך
לעשות 0.02488
לומר 0.01429
לפרט 0.01267
לכלל 0.01138
לצאת 0.01075

אינו מדבר
אלא 0.15917
כלל 0.027
בפני 0.01975
לפני 0.01642
רק 0.01613

תשעה באב
שחל 0.02102
בלבד 0.00455
אסור 0.00341
— 0.00335
חל 0.00322

עומד ליד
החלון 0.06364
הדלת 0.0573
השער 0.0181
השולחן 0.01651
דלת 0.01494

אני חוזר
ואומר 0.09207
ומדגיש 0.03073
בי 0.03051
הביתה 0.02759
ושואל 0.01271

אינו מגיע
אלא 0.03282
לידי 0.02598
לכלל 0.01733
אפילו 0.01522
כלל 0.01178

איני רוצה
לומר 0.03016
לדבר 0.01347
לשמוע 0.01265
לראות 0.01148
לדעת 0.00917

לאין שיעור
מאשר 0.00898
מזו 0.0081
וערך 0.00732
מאלה 0.00432
— 0.00371

בסביבות השעה
עשר 0.05441
שמונה 0.04269
ארבע 0.03815
שבע 0.03435
שש 0.03195

ורק מעטים
מאוד 0.0263
הם 0.02238
הצליחו 0.01967
מאד 0.01937
מבין 0.01862

והיה מוכן
ומזומן 0.03339
לקבל 0.03264
לעשות 0.02608
לשלם 0.02207
לתת 0.02057

40 %
מכלל 0.08475
בלבד 0.0128
בערך 0.00649
משטח 0.00606
מתושבי 0.00522

כתר מלכות
בראשו 0.09674
בראשה 0.03675
וכתר 0.01986
בראש 0.01435
זכה 0.01228

המחלקה לחינוך
ולתרבות 0.25857
ותרבות 0.11636
מבוגרים 0.03031
מקצועי 0.02657
יהודי 0.02046

הילד בן
החמש 0.04491
הארבע 0.03715
השלוש 0.03538
השבע 0.03124
העשר 0.0312

דאין אנו
בקיאין 0.09718
יכולים 0.06305
יודעים 0.05635
יכולין 0.05605
צריכים 0.04113

ללבוש בגדים
לבנים 0.05971
נאים 0.03976
מיוחדים 0.03877
חדשים 0.0345
מכובסים 0.02878

במאה השלישית
לספירה 0.07286
לפני 0.06701
לפנה 0.0333
והרביעית 0.02696
לאלף 0.02461

לרבי יהודה
הנשיא 0.0594
הלוי 0.05556
בן 0.02787
החסיד 0.01541
דאמר 0.01333

אני דווקא
רוצה 0.03386
חושב 0.03272
אוהב 0.02869
הייתי 0.01964
אוהבת 0.01892

אינו מובן
מאליו 0.05708
כלל 0.05317
לכאורה 0.01096
איך 0.0091
מדוע 0.00902

כניסת הצבא
האדום 0.27174
הגרמני 0.16174
הבריטי 0.06768
הסובייטי 0.04726
הרוסי 0.03277

ללא הבדל
דת 0.11388
גזע 0.04058
מוצא 0.03363
מעמד 0.03221
מין 0.02971

תוך זמן
קצר 0.66738
סביר 0.01841
כלפני 0.01208
קצוב 0.00902
מועט 0.00834

אינה רק
עניין 0.014
שאלה 0.00864
תוצאה 0.00843
אמצעי 0.00768
פרי 0.00669

דרש רבי
עקיבא 0.09187
יהודה 0.09036
שמלאי 0.08387
אלעזר 0.07386
יוסי 0.03615

לימוד תורה
לשמה 0.03589
שבעל 0.01233
לנשים 0.01044
וקיום 0.00876
שבכתב 0.0086

זכויות אזרחיות
ופוליטיות 0.07189
ומדיניות 0.05672
מלאות 0.05034
ליהודים 0.03619
ולאומיות 0.02735

חנניה בן
חזקיה 0.15444
עזור 0.1352
אחי 0.08242
תרדיון 0.07415
גמליאל 0.03699

ואמר שהוא
רוצה 0.03357
מוכן 0.01706
צריך 0.01032
הולך 0.00925
רואה 0.00852

רוב תושבי
העיר 0.12633
הארץ 0.06902
העיירה 0.03599
המקום 0.03583
הכפר 0.03069

יהודים ממוצא
ספרדי 0.10319
גרמני 0.09033
מזרח 0.06689
מזרחי 0.05361
פולני 0.05182

ובא לפני
רבי 0.05494
המלך 0.04381
הקב 0.0374
בית 0.03734
הרב 0.02128

שינוי מהותי
ביחס 0.00988
במבנה 0.00833
במדיניות 0.00822
במצב 0.00766
בתפיסת 0.0067

אינו מוכן
לקבל 0.07837
לוותר 0.03906
להשלים 0.01384
לתת 0.0138
עדיין 0.01328

נמצא עדיין
בשלב 0.02093
בראשיתו 0.02013
בחיתוליו 0.01798
בכתב 0.01737
במצב 0.01699

בקרב חברי
המפלגה 0.04416
ההסתדרות 0.03423
התנועה 0.03421
הקיבוץ 0.0271
הכנסת 0.02508

ובכל יום
ויום 0.23727
ראשון 0.01004
ובכל 0.00901
אנו 0.00865
אני 0.00814

מים רבים
אליו 0.02537
אדירים 0.0233
זרמו 0.00655
ותשת 0.00554
כקול 0.00502

באופן כה
ברור 0.03449
בולט 0.02895
פתאומי 0.02455
אכזרי 0.01773
בלתי 0.01588

פעם שאני
רואה 0.07057
שומע 0.02358
נזכר 0.01856
רוצה 0.01851
עובר 0.01808

עושה עצמו
כאילו 0.04376
כמדבר 0.03762
אלוה 0.03205
כלא 0.03174
רשע 0.02621

מעל דפי
העיתונות 0.11435
העתונות 0.06468
העיתון 0.05499
העתון 0.02386
העיתונים 0.02177

אינו מוצא
חן 0.09638
שום 0.01549
לנכון 0.01444
אלא 0.01063
סיפוק 0.01034

ממי שאינו
מצווה 0.24029
עומד 0.09672
נאמן 0.03077
ראוי 0.02685
מומחה 0.02002

בסוף דצמבר
1947 0.03954
1942 0.03185
1941 0.02716
1944 0.02043
1948 0.01793

אני שואל
אותך 0.06847
אתכם 0.0226
ממך 0.01281
שאלה 0.00868
שאלות 0.00536

מעל במת
הכנסת 0.18748
הקונגרס 0.09151
ההיסטוריה 0.08903
בית 0.03785
החיים 0.02347

השקפת העולם
הדתית 0.02753
היהודית 0.02122
שלו 0.01237
הציונית 0.01089
הסוציאליסטית 0.00949

הרב הראשי
לישראל 0.0801
לארץ 0.02705
הספרדי 0.01629
הרצוג 0.01041
האשכנזי 0.01034

עמי הארץ
נקרא 0.00996
מעשרין 0.00875
מעשרים 0.00562
שאינם 0.00515
והנשים 0.00467

מתחת ידו
ספר 0.00599
בדבר 0.0044
אינו 0.00411
אלא 0.00411
טפח 0.00345

אני שומע
קול 0.03526
אותך 0.01091
קולות 0.01085
מפי 0.00616
רק 0.0057

אני הייתי
רוצה 0.02663
אומר 0.01366
צריך 0.01267
עושה 0.00806
צריכה 0.00681

כדי להימנע
מכך 0.02002
מפגיעה 0.01496
מעימות 0.01266
מאי 0.01095
ככל 0.01013

שהרי אינו
יכול 0.07642
אלא 0.03339
דומה 0.01756
עושה 0.01698
רוצה 0.01585

הם נכנסו
לחדר 0.0348
לבית 0.03441
לתוך 0.03143
פנימה 0.02977
למכונית 0.00963

אני שולח
לך 0.29449
לכם 0.06686
אותך 0.01789
אליך 0.01637
ידי 0.00897

ניתן להסיק
מכך 0.03377
מסקנות 0.0311
מכאן 0.02283
מסקנה 0.01265
גם 0.00967

לקבל החלטות
קשות 0.01792
נכונות 0.01168
חשובות 0.01013
מחייבות 0.0098
הנוגעות 0.00942

שלא הצליח
להשיג 0.02074
למצוא 0.01678
לשכנע 0.01317
לעשות 0.01268
להגיע 0.01143

הרב חיים
דוד 0.06488
נחום 0.03066
הירשנזון 0.02163
יוסף 0.02055
עוזר 0.01993

להקים מדינה
יהודית 0.30166
עצמאית 0.03397
ערבית 0.03217
פלסטינית 0.02902
עברית 0.02044

העולים מארצות
המזרח 0.17104
ערב 0.09449
האסלאם 0.085
אסיה 0.05013
אירופה 0.04846

לבא לידי
כך 0.02746
איסור 0.01817
חיוב 0.01792
מעשה 0.01599
מדה 0.01588

אינה כה
פשוטה 0.07467
גדולה 0.03935
ברורה 0.0343
חמורה 0.02365
חד 0.02167

הנער בן
מאה 0.20591
השש 0.0302
הארבע 0.02446
השבע 0.02395
השלוש 0.0224

ייתכן שיש
כאן 0.1077
בכך 0.0387
קשר 0.0229
לראות 0.02174
גם 0.01385

קשה להניח
שלא 0.01179
שהוא 0.01049
שהיה 0.00836
שהיו 0.00619
שהם 0.00571

מעל גיל
18 0.07259
שש 0.03395
65 0.03324
60 0.03045
14 0.02812

בן אלעזר
אומר 0.16598
בן 0.1507
הכהן 0.0234
אמר 0.008
שהיה 0.00355

במאה הרביעית
לספירה 0.07249
לאלף 0.04636
לפני 0.04193
לפנה 0.02646
והחמישית 0.0147

ייתכן שלא
יהיה 0.03981
תהיה 0.02524
הייתי 0.01992
ידע 0.01173
היינו 0.00988

ניתן להניח
שגם 0.00977
שהוא 0.00657
שלא 0.00556
בוודאות 0.005
במידה 0.00461

מעל גבי
המזבח 0.08881
קרקע 0.05945
תקליטים 0.01812
הקרקע 0.01033
העתונות 0.01018

שר הפנים
רשאי 0.01016
ושר 0.00885
בממשלת 0.0059
דאז 0.00439
הרוסי 0.00423

במשך ארבעת
אלפים 0.12524
החודשים 0.10616
הימים 0.09033
החדשים 0.08908
השבועות 0.06851

הסיבה העיקרית
לכך 0.14841
שבגללה 0.01065
לאי 0.00923
הייתה 0.00795
נעוצה 0.00699

אכילת בשר
בחלב 0.03507
ושתיית 0.03146
חזיר 0.02681
וחלב 0.01029
בהמה 0.01023

חובה עלינו
לעשות 0.02432
לזכור 0.01861
לציין 0.00974
להודות 0.00959
לתת 0.00887

ליה לרב
הונא 0.07306
יוסף 0.06676
יהודה 0.0653
אשי 0.03328
נחמן 0.03171

בת שש
עשרה 0.09281
שנים 0.07034
מאות 0.02958
נפשות 0.02496
שורות 0.01108

אינו מטמא
אלא 0.08199
בגדים 0.03463
משום 0.02195
באהל 0.01999
טומאת 0.01915

כפי שראינו
לעיל 0.10993
בפרק 0.02264
למעלה 0.02235
קודם 0.00634
גם 0.00564

ליה מאי
טעמא 0.08107
האי 0.07088
שנא 0.0343
בעית 0.01908
כולי 0.01771

ידי ממשלת
המנדט 0.10294
בריטניה 0.0702
ארץ 0.02863
ארצות 0.0285
הוד 0.02539

ילקוט שמעוני
רמז 0.01945
בראשית 0.01916
תהלים 0.0159
פרשת 0.00917
משלי 0.00765

תחילת שנות
השמונים 0.08442
התשעים 0.08315
השבעים 0.07911
החמישים 0.07659
השלושים 0.07394

כדי להבין
מדוע 0.01513
כיצד 0.01341
טוב 0.00941
איך 0.00669
היטב 0.00659

כדי להביא
לידי 0.06391
משם 0.01433
ראיה 0.0141
לשינוי 0.00944
תועלת 0.00928

דאין כאן
אלא 0.03407
איסור 0.02886
שום 0.02733
רק 0.01765
דין 0.01705

אילו רק
יכולתי 0.05837
ידעת 0.02238
יכול 0.0221
ידעתי 0.02164
הייתי 0.01902

הגיע לשיאו
בשנת 0.02303
כאשר 0.02096
בשנים 0.01383
בשנות 0.012
בתקופת 0.01146

אינו מכיר
אותי 0.02246
כלל 0.02187
אלא 0.00876
בשום 0.0084
אותך 0.00831

לרצון לפני
אדון 0.10922
השם 0.01695
הי 0.01666
הקב 0.01552
השי 0.01425

בר רבי
יצחק 0.06677
יהודה 0.05323
יוסי 0.05209
סימון 0.02644
שמעון 0.02397

בספר תורת
משה 0.17713
האדם 0.06313
אלהים 0.06238
חיים 0.05608
האלהים 0.05093

כדי להגיע
לידי 0.02546
אליו 0.01587
למסקנה 0.01329
אליה 0.01257
למקום 0.01164

חוקרים רבים
סבורים 0.02038
אחרים 0.01315
רואים 0.01053
עסקו 0.00894
ניסו 0.00604

במקומות רבים
אחרים 0.02613
בארץ 0.01372
בעולם 0.01328
במקרא 0.00819
בספר 0.00757

לך עוד
השמש 0.02588
משהו 0.02457
שלש 0.01776
פעם 0.01422
עזובה 0.01385

מתוך גישה
ביקורתית 0.02234
חיובית 0.0174
חדשה 0.01192
עקרונית 0.01153
שונה 0.01118

ושמונה מאות
שנה 0.20468
שנים 0.04404
אלף 0.0364
ושמונים 0.03465
וארבעים 0.0195

רבי טרפון
אומר 0.07721
ורבי 0.05022
ואמר 0.02196
וזקנים 0.01364
שהיה 0.01076

כמעט כולם
יהודים 0.01607
הם 0.01007
— 0.00471
באו 0.00446
בעלי 0.00425

פרקים בתולדות
ירושלים 0.1482
הישוב 0.1109
החברה 0.05752
היהודים 0.05542
היישוב 0.03421
